loan_id,cust_id,loan_amount,loan_term,loan_type,overdue_days,issue_date,is_default,age,income,education,cust_level,register_years,age_group
L001088,C000485,1820000,24,消费贷,0,2024-10-23,0,33,72240,大专及以下,普通,2022,26-35岁
L001089,C000784,250000,36,消费贷,0,2024-10-24,0,25,21430,大专及以下,普通,2021,18-25岁
L001090,C000306,1560000,48,消费贷,30,2024-10-25,1,54,15810,本科,普通,2022,46-55岁
L001091,C000634,50000,48,经营贷,0,2024-10-25,0,29,40300,大专及以下,普通,2021,26-35岁
L001092,C000128,1200000,12,消费贷,0,2024-10-26,0,26,60510,大专及以下,普通,2025,26-35岁
L001093,C000625,2770000,36,消费贷,0,2024-10-26,0,53,51680,大专及以下,金卡,2021,46-55岁
L001094,C000939,180000,36,消费贷,0,2024-10-27,0,60,99470,本科,金卡,2024,56-65岁
L001095,C000273,4310000,24,消费贷,0,2024-10-28,0,20,7880,本科,普通,2025,18-25岁
L001096,C000848,1980000,36,装修贷,10,2024-10-28,0,45,35270,大专及以下,普通,2024,36-45岁
L001099,C000130,190000,48,消费贷,0,2024-10-30,0,29,81070,大专及以下,普通,2025,26-35岁
L001100,C000132,3840000,12,装修贷,0,2024-10-31,0,50,95440,大专及以下,普通,2025,46-55岁
L001101,C000597,3530000,36,消费贷,30,2024-10-31,1,43,73870,大专及以下,普通,2022,36-45岁
L001102,C000935,1930000,36,装修贷,0,2024-11-01,0,23,61520,大专及以下,普通,2025,18-25岁
L001103,C000482,2370000,12,消费贷,0,2024-11-01,0,52,49060,本科,普通,2023,46-55岁
L001104,C000862,3870000,24,装修贷,0,2024-11-02,0,36,90460,大专及以下,普通,2023,36-45岁
L001105,C000390,4260000,48,装修贷,0,2024-11-03,0,54,21740,大专及以下,普通,2021,46-55岁
L001106,C000593,2770000,12,经营贷,0,2024-11-03,0,67,74120,大专及以下,普通,2021,66-75岁
L001107,C000999,2270000,12,消费贷,0,2024-11-04,0,69,10860,大专及以下,金卡,2020,66-75岁
L001108,C000985,2330000,36,消费贷,0,2024-11-04,0,43,96560,大专及以下,普通,2025,36-45岁
L001109,C000325,400000,48,消费贷,0,2024-11-05,0,57,53070,大专及以下,普通,2025,56-65岁
L001110,C000069,3230000,36,消费贷,3,2024-11-06,0,53,92110,大专及以下,金卡,2021,46-55岁
L001111,C000660,1530000,12,消费贷,10,2024-11-06,0,48,40980,大专及以下,金卡,2024,46-55岁
L001112,C000448,1270000,24,消费贷,3,2024-11-07,0,68,84630,大专及以下,普通,2022,66-75岁
L001113,C000528,2370000,48,经营贷,0,2024-11-08,0,22,6450,大专及以下,金卡,2025,18-25岁
L001114,C000819,4860000,12,经营贷,30,2024-11-08,1,42,20250,研究生及以上,金卡,2025,36-45岁
L001115,C000617,4930000,12,消费贷,0,2024-11-09,0,27,54700,大专及以下,普通,2023,26-35岁
L001116,C000165,550000,24,消费贷,30,2024-11-09,1,69,82350,大专及以下,金卡,2025,66-75岁
L001117,C000488,4680000,12,装修贷,0,2024-11-10,0,59,45300,本科,金卡,2025,56-65岁
L001118,C000713,4360000,12,消费贷,0,2024-11-11,0,62,34420,本科,金卡,2025,56-65岁
L001119,C000709,1720000,48,经营贷,3,2024-11-11,0,55,88070,大专及以下,普通,2023,46-55岁
L001120,C000426,1090000,48,消费贷,0,2024-11-12,0,26,78150,本科,金卡,2024,26-35岁
L001121,C000697,3540000,48,消费贷,0,2024-11-12,0,24,85760,本科,金卡,2021,18-25岁
L001122,C000834,4690000,36,消费贷,10,2024-11-13,0,43,9990,大专及以下,普通,2020,36-45岁
L001123,C000265,1840000,24,消费贷,10,2024-11-14,0,23,64200,大专及以下,金卡,2021,18-25岁
L001124,C000875,4390000,48,装修贷,60,2024-11-14,1,57,10550,大专及以下,普通,2024,56-65岁
L001125,C000612,3680000,36,经营贷,0,2024-11-15,0,46,10540,大专及以下,钻石,2021,46-55岁
L001126,C000342,4710000,36,消费贷,0,2024-11-15,0,21,92060,大专及以下,普通,2023,18-25岁
L001127,C000832,1980000,24,装修贷,0,2024-11-16,0,28,5580,大专及以下,金卡,2025,26-35岁
L001128,C000726,3710000,24,消费贷,0,2024-11-17,0,61,65460,大专及以下,普通,2022,56-65岁
L001129,C000278,3730000,12,装修贷,0,2024-11-17,0,69,68040,大专及以下,钻石,2020,66-75岁
L001130,C000674,4610000,36,装修贷,0,2024-11-18,0,40,95390,大专及以下,金卡,2021,36-45岁
L001131,C000439,4970000,48,消费贷,0,2024-11-18,0,53,58600,大专及以下,普通,2024,46-55岁
L001132,C000157,870000,24,消费贷,0,2024-11-19,0,32,41330,大专及以下,普通,2021,26-35岁
L001133,C000422,2010000,36,消费贷,3,2024-11-20,0,43,49530,大专及以下,普通,2023,36-45岁
L001134,C000251,3370000,48,经营贷,90,2024-11-20,1,28,86770,本科,普通,2021,26-35岁
L001135,C000878,3220000,36,经营贷,3,2024-11-21,0,45,48030,本科,普通,2022,36-45岁
L001136,C000609,2750000,24,装修贷,3,2024-11-22,0,67,96470,大专及以下,普通,2025,66-75岁
L001137,C000530,2110000,12,经营贷,0,2024-11-22,0,66,39100,大专及以下,钻石,2025,66-75岁
L001138,C000327,3910000,36,消费贷,90,2024-11-23,1,52,26380,大专及以下,钻石,2020,46-55岁
L001139,C000961,1180000,48,消费贷,0,2024-11-23,0,67,93270,大专及以下,普通,2023,66-75岁
L001140,C000895,1910000,24,经营贷,10,2024-11-24,0,40,1010,本科,普通,2023,36-45岁
L001141,C000097,420000,12,消费贷,60,2024-11-25,1,70,38440,本科,金卡,2023,66-75岁
L001142,C000513,420000,48,经营贷,30,2024-11-25,1,33,2300,大专及以下,金卡,2024,26-35岁
L001143,C000216,3150000,48,消费贷,0,2024-11-26,0,32,2260,本科,普通,2020,26-35岁
L001144,C000132,2760000,48,消费贷,0,2024-11-26,0,50,95440,大专及以下,普通,2025,46-55岁
L001145,C000260,3290000,36,消费贷,0,2024-11-27,0,28,13050,研究生及以上,普通,2025,26-35岁
L001146,C000125,170000,24,经营贷,0,2024-11-28,0,58,26600,大专及以下,普通,2022,56-65岁
L001147,C000082,2830000,48,消费贷,0,2024-11-28,0,27,64160,本科,普通,2025,26-35岁
L001148,C000283,4310000,36,经营贷,0,2024-11-29,0,35,81580,大专及以下,钻石,2023,26-35岁
L001149,C000683,2580000,24,消费贷,0,2024-11-29,0,22,13650,大专及以下,普通,2024,18-25岁
L001150,C000059,630000,24,经营贷,0,2024-11-30,0,37,57220,大专及以下,普通,2022,36-45岁
L001151,C000544,620000,36,经营贷,3,2024-12-01,0,47,45350,大专及以下,金卡,2021,46-55岁
L001152,C000161,1000000,36,消费贷,0,2024-12-01,0,68,20700,研究生及以上,普通,2024,66-75岁
L001153,C000284,190000,48,经营贷,0,2024-12-02,0,57,10510,大专及以下,普通,2025,56-65岁
L001155,C000105,3250000,12,消费贷,0,2024-12-03,0,62,21600,大专及以下,金卡,2022,56-65岁
L001156,C000439,4230000,36,消费贷,30,2024-12-04,1,53,58600,大专及以下,普通,2024,46-55岁
L001157,C000228,4660000,24,经营贷,0,2024-12-04,0,20,35170,本科,普通,2025,18-25岁
L001158,C000700,3730000,24,装修贷,0,2024-12-05,0,57,54460,大专及以下,普通,2022,56-65岁
L001159,C000582,2460000,48,经营贷,0,2024-12-06,0,57,39450,大专及以下,钻石,2025,56-65岁
L001160,C000318,2510000,12,经营贷,0,2024-12-06,0,41,68220,研究生及以上,普通,2025,36-45岁
L001161,C000464,4550000,48,经营贷,0,2024-12-07,0,23,14410,大专及以下,普通,2024,18-25岁
L001162,C000802,810000,12,消费贷,0,2024-12-07,0,34,20490,大专及以下,普通,2020,26-35岁
L001163,C000599,390000,12,装修贷,0,2024-12-08,0,46,47750,本科,普通,2022,46-55岁
L001164,C000882,360000,36,消费贷,0,2024-12-09,0,43,97330,大专及以下,金卡,2025,36-45岁
L001165,C000874,4240000,24,装修贷,0,2024-12-09,0,66,67750,大专及以下,普通,2022,66-75岁
L001166,C000472,4290000,24,经营贷,0,2024-12-10,0,61,72190,大专及以下,钻石,2020,56-65岁
L001167,C000056,3880000,24,经营贷,0,2024-12-10,0,43,15600,本科,金卡,2023,36-45岁
L001168,C000625,4860000,12,经营贷,0,2024-12-11,0,53,51680,大专及以下,金卡,2021,46-55岁
L001169,C000013,4090000,24,消费贷,0,2024-12-12,0,41,10180,本科,普通,2023,36-45岁
L001170,C000440,1970000,36,经营贷,0,2024-12-12,0,62,13400,本科,金卡,2020,56-65岁
L001171,C000018,1580000,12,消费贷,0,2024-12-13,0,20,82720,大专及以下,金卡,2024,18-25岁
L001172,C000694,2040000,12,经营贷,10,2024-12-13,0,61,75370,本科,普通,2025,56-65岁
L001173,C000973,1960000,12,经营贷,0,2024-12-14,0,22,67380,大专及以下,金卡,2024,18-25岁
L001174,C000113,2160000,12,装修贷,3,2024-12-15,0,25,35900,本科,金卡,2023,18-25岁
L001175,C000229,2850000,36,经营贷,10,2024-12-15,0,66,17450,大专及以下,普通,2023,66-75岁
L001176,C000171,4570000,24,消费贷,0,2024-12-16,0,56,87690,大专及以下,普通,2023,56-65岁
L001177,C000295,1960000,36,消费贷,0,2024-12-16,0,24,55900,大专及以下,普通,2020,18-25岁
L001178,C000189,3070000,24,经营贷,60,2024-12-17,1,45,33280,大专及以下,普通,2023,36-45岁
L001179,C000426,1520000,36,消费贷,10,2024-12-18,0,26,78150,本科,金卡,2024,26-35岁
L001180,C000977,140000,48,消费贷,0,2024-12-18,0,63,76950,研究生及以上,金卡,2025,56-65岁
L001181,C000079,3250000,48,装修贷,3,2024-12-19,0,43,56600,大专及以下,金卡,2020,36-45岁
L001182,C000658,1460000,48,经营贷,10,2024-12-20,0,45,38410,本科,普通,2025,36-45岁
L001183,C000919,4260000,48,经营贷,0,2024-12-20,0,32,7290,本科,金卡,2021,26-35岁
L001184,C000182,570000,12,消费贷,30,2024-12-21,1,45,47120,大专及以下,金卡,2024,36-45岁
L001185,C000499,2110000,12,经营贷,0,2024-12-21,0,26,25190,研究生及以上,金卡,2020,26-35岁
L001186,C000798,2680000,36,消费贷,0,2024-12-22,0,54,61470,本科,普通,2025,46-55岁
L001187,C000762,2100000,36,经营贷,90,2024-12-23,1,54,19750,大专及以下,普通,2023,46-55岁
L001188,C000866,170000,48,消费贷,10,2024-12-23,0,26,91940,本科,普通,2021,26-35岁
L001189,C000826,2860000,24,装修贷,0,2024-12-24,0,50,54830,大专及以下,普通,2021,46-55岁
L001190,C000708,3440000,48,消费贷,0,2024-12-24,0,54,34560,本科,普通,2021,46-55岁
L001191,C000835,2030000,36,消费贷,0,2024-12-25,0,42,1210,本科,普通,2024,36-45岁
L001192,C000071,990000,48,经营贷,3,2024-12-26,0,57,1050,大专及以下,普通,2020,56-65岁
L001193,C000248,2790000,36,经营贷,0,2024-12-26,0,23,6360,大专及以下,普通,2024,18-25岁
L001194,C000146,2090000,48,消费贷,60,2024-12-27,1,64,70430,大专及以下,普通,2024,56-65岁
L001195,C000618,1290000,24,经营贷,10,2024-12-27,0,54,40720,本科,普通,2021,46-55岁
L001196,C000775,3350000,48,消费贷,0,2024-12-28,0,70,38880,本科,普通,2022,66-75岁
L001197,C000296,2880000,24,装修贷,0,2024-12-29,0,33,67450,大专及以下,普通,2023,26-35岁
L001198,C000582,2520000,24,装修贷,0,2024-12-29,0,57,39450,大专及以下,钻石,2025,56-65岁
L001199,C000470,2650000,36,消费贷,0,2024-12-30,0,70,57040,大专及以下,金卡,2024,66-75岁
L001200,C000506,2710000,24,装修贷,0,2024-12-31,0,49,54920,大专及以下,普通,2025,46-55岁
